565,98.8675
566,98.641
567,98.4145
568,98.188
569,97.9615
570,97.735
571,97.8533
572,97.9716
573,98.0899
574,98.2082
575,98.3265
576,98.4448
577,98.5631
578,98.6814
579,98.7997
580,98.918
581,98.3761
582,97.8342
583,97.2922
584,96.7503
585,96.2084
586,95.6665
587,95.1246
588,94.5826
589,94.0407
590,93.4988
591,93.9177
592,94.3366
593,94.7555
594,95.1744
595,95.5933
596,96.0122
597,96.4311
598,96.85
599,97.2689
600,97.6878
601,97.8459
602,98.0041
603,98.1622
604,98.3203
605,98.4784
606,98.6366
607,98.7947
608,98.9528
609,99.111
610,99.2691
611,99.2463
612,99.2236
613,99.2008
614,99.1781
615,99.1553
616,99.1325
617,99.1098
618,99.087
619,99.0643
620,99.0415
621,98.7095
622,98.3776
623,98.0456
624,97.7136
625,97.3816
626,97.0497
627,96.7177
628,96.3857
629,96.0538
630,95.7218
631,96.0353
632,96.3489
633,96.6624
634,96.976
635,97.2895
636,97.603
637,97.9166
638,98.2301
639,98.5437
640,98.8572
641,98.5382
642,98.2192
643,97.9002
644,97.5812
645,97.2622
646,96.9432
647,96.6242
648,96.3052
649,95.9862
650,95.6672
651,95.9195
652,96.1717
653,96.424
654,96.6762
655,96.9285
656,97.1808
657,97.433
658,97.6853
659,97.9375
660,98.1898
661,98.6712
662,99.1525
663,99.6339
664,100.115
665,100.597
666,101.078
667,101.559
668,102.041
669,102.522
670,103.003
671,102.616
672,102.229
673,101.842
674,101.455
675,101.068
676,100.681
677,100.294
678,99.9071
679,99.52
680,99.133
681,97.9578
682,96.7826
683,95.6074
684,94.4322
685,93.257
686,92.0817
687,90.9065
688,89.7313
689,88.5561
690,87.3809
691,87.8032
692,88.2254
693,88.6477
694,89.0699
695,89.4922
696,89.9145
697,90.3367
698,90.759
699,91.1812
700,91.6035
701,91.732
702,91.8605
703,91.989
704,92.1175
705,92.246
706,92.3746
707,92.5031
708,92.6316
709,92.7601
710,92.8886
711,91.2852
712,89.6818
713,88.0783
714,86.4749
715,84.8715
716,83.2681
717,81.6647
718,80.0612
719,78.4578
720,76.8544
721,77.8201
722,78.7858
723,79.7514
724,80.7171
725,81.6828
726,82.6485
727,83.6142
728,84.5798
729,85.5455
730,86.5112
731,87.1181
732,87.7249
733,88.3318
734,88.9386
735,89.5455
736,90.1524
737,90.7592
738,91.3661
739,91.9729
740,92.5798
741,91.1448
742,89.7098
743,88.2748
744,86.8398
745,85.4048
746,83.9699
747,82.5349
748,81.0999
749,79.6649
750,78.2299
751,76.1761
752,74.1223
753,72.0685
754,70.0147
755,67.9608
756,65.907
757,63.8532
758,61.7994
759,59.7456
760,57.6918
761,60.2149
762,62.738
763,65.2612
764,67.7843
765,70.3074
766,72.8305
767,75.3536
768,77.8768
769,80.3999
770,82.923
771,82.4581
772,81.9932
773,81.5283
774,81.0634
775,80.5985
776,80.1336
777,79.6687
778,79.2038
779,78.7389
780,78.274
781,78.402
782,78.5301
783,78.6581
784,78.7862
785,78.9142
786,79.0422
787,79.1703
788,79.2983
789,79.4264
790,79.5544
791,78.9391
792,78.3238
793,77.7085
794,77.0932
795,76.478
796,75.8627
797,75.2474
798,74.6321
799,74.0168
800,73.4015
801,72.4534
802,71.5052
803,70.5571
804,69.609
805,68.6608
806,67.7127
807,66.7646
808,65.8165
809,64.8683
810,63.9202
811,64.6059
812,65.2916
813,65.9772
814,66.6629
815,67.3486
816,68.0343
817,68.72
818,69.4056
819,70.0913
820,70.777
821,71.1435
822,71.5099
823,71.8764
824,72.2429
825,72.6094
826,72.9758
827,73.3423
828,73.7088
829,74.0752
830,74.4417
